ID,taxon,glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,classification_wals,classification_ethnologue,classification_glottolog,recently_extinct,long_extinct,year_of_extinction,code_wals,code_iso,transcribers
KUNARGUJARI,KUNAR_GUJARI,guja1253,Gujari,gju,Eurasia,34.63,70.86,Indo-European,IE.INDIC,"Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Rajasthani,Unclassified_gju","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanCentralzone,SubcontinentalCentralIndo-Aryan,Gujarati-Rajasthani,Rajasthani,Mewati-Gojri",FALSE,FALSE,,goj,gju,
KUNAYALASANBLAS,KUNA_YALA_SAN_BLAS,sanb1242,San Blas Kuna,cuk,South America,9.23,-78.22,Chibchan,Chi.KUNA,"Chibchan,ChibchanB,EasternChibchan,Cuna","Chibchan,CoreChibchan,IsthmicChibchan,EasternIsthmicChibchan,Kuna",FALSE,FALSE,,,cuk,Helen Geyer
KUNBO,KUNBO,izon1238,Izon,ijc,Africa,4.92,5.67,Ijoid,Ijo.IJOID,"Niger-Congo,Atlantic-Congo,Ijoid,Ijo,WestIjo","Ijoid,Ijo,WesternIjo",FALSE,FALSE,,ijo,ijc,Viveka Velupillai
KUNDA,KUNDA,kund1255,Chikunda,kdn,Africa,-16.08,30.75,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,N,Senga-Sena(N.42)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,Sena-Nyanja",FALSE,FALSE,,,kdn,Ann-Katrin Wett
KUNDU,KUNDU,orok1266,Oroko,bdu,Africa,4.83,9.33,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Lundu-Balong(A.11)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Sawabantu,Kpwe",FALSE,FALSE,,ldo,bdu,Julia Bischoffberger
KUNG,KUNG,kung1261,North-Central Ju,knw,Africa,-19.67,18,Kxa,Kxa.KXA,"Kx'a,!Kung","Kxa,Ju-Kung",FALSE,FALSE,,xun,knw,Oleg Belyaev
KUNGGARI,KUNGGARI,kung1258,Kunggari,kgl,Australia,-24.25,143.25,Pama-Nyungan,Aus.PAMA-NYUNGAN,"Australian,Pama-Nyungan,Maric","Pama-Nyungan,GreaterMaric,Guwa-Maric,Maric,SouthernMaric",TRUE,FALSE,2005,,kgl,
KUNGEKOKA,KUNG_EKOKA,kung1261,North-Central Ju,knw,Africa,-19.67,18,Kxa,Kxa.KXA,"Kx'a,!Kung","Kxa,Ju-Kung",FALSE,FALSE,,xun,knw,Oleg Belyaev
KUNI,KUNI,kuni1263,Kuni,kse,Papunesia,-8.67,146.83,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceanic,PapuanTip,Peripheral,CentralPapuan,WestCentralPapuan,Nuclear","Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceaniclinkage,PapuanTiplinkage,PeripheralPapuanTiplinkage,CentralPapuanOceanic,WestCentralPapuanlinkage,NuclearWestCentralPapuanlinkage",FALSE,FALSE,,,kse,André Müller
KUNIMAIPA,KUNIMAIPA,kuni1267,Kunimaipa,kup,Papunesia,-8,146.83,Goilalan,TNG.GOILALAN,"Trans-NewGuinea,SoutheastPapuan,Goilalan,Kunimaipa",Goilalan,FALSE,FALSE,,kmp,kup,Julia Bischoffberger
KUNINAKAMIYAKO,KUNINAKA_MIYAKO,miya1259,Miyako,mvi,Eurasia,24.83,125.17,Japonic,Jap.JAPANESE,"Japonic,Ryukyuan,Sakishima","Japonic,Ryukyuan,SouthernRyukyu",FALSE,FALSE,,,mvi,André Müller
KUNJEN,KUNJEN,kunj1245,Kunjen,kjn,Australia,-16.5,142.5,Pama-Nyungan,Aus.PAMA-NYUNGAN,"Australian,Pama-Nyungan,Paman,CentralPama","Pama-Nyungan,Paman,SouthwestPama,UpperSouthwestPaman,Kunjen-Undjan-Athima",FALSE,FALSE,,kjn,kjn,Julia Bischoffberger
KUNKARAKANY,KUNKARAKANY,kung1259,Kungarakany,ggk,Australia,-12,131,Kungarakany,Aus.GUNWINYGIC,"Australian,Gunwingguan,Gungaraganyan",Kungarakany,TRUE,FALSE,1989,,ggk,Søren Wichmann
KUNMINGMANDARIN,KUNMING_MANDARIN,mand1415,Mandarin Chinese,cmn,Eurasia,25.06,102.7,Sino-Tibetan,ST.CHINESE,"Sino-Tibetan,Chinese","Sino-Tibetan,Sinitic,NorthernChinese,Mandarinic",FALSE,FALSE,,kug,cmn,André Müller
KUNYI,KUNYI,kuny1238,Kunyi,njx,Africa,-4,12.9,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,H,Kikongo(H.13)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Kongo-Yaka-Suku-Hungan,NuclearKongo-Yaka-Suku-Hungan,CoreKikongo,UnclassifiedCoreKikongo",FALSE,FALSE,,,njx,Ann-Katrin Wett
KUNZA,KUNZA,kunz1244,Kunza,kuz,South America,-23,-69,Kunza,Kun.KUNZA,Languageisolate_kuz,Atacameno,TRUE,FALSE,1960,atm,kuz,André Müller
KUO,KUO,okuu1243,Oku,oku,Africa,6.25,10.5,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,WideGrassfields,NarrowGrassfields,Ring,Center","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,WideGrassfields,NarrowGrassfields,Ring,CenterRing",FALSE,FALSE,,oku,oku,Viveka Velupillai
KUOT,KUOT,kuot1243,Kuot,kto,Papunesia,-3.05,151.5,Kuot,Kuo.KUOT,Languageisolate_kto,Kuot,FALSE,FALSE,,kuo,kto,Viveka Velupillai
KUPANGMALAY,KUPANG_MALAY,kupa1239,Kupang Malay,mkn,Papunesia,-10.18,123.58,Austronesian,An.MALAYO-SUMBAWAN,"Creole,Malaybased","Austronesian,NuclearAustronesian,Malayo-Polynesian,Malayo-Sumbawan,NorthandEastMalayo-Sumbawan,Malayic,VehicularMalay,EasternIndonesiaTradeMalay",FALSE,FALSE,,,mkn,André Müller
KURANKO,KURANKO,kura1250,Kuranko,knk,Africa,9.33,-11.25,Mande,Man.WESTERN_MANDE,"Niger-Congo,Mande,Western,Central-Southwestern,Central,Manding-Jogo,Manding-Vai,Manding-Mokole,Mokole","Mande,WesternMande,Manding-Kpelle,CentralMande,Manding-Jogo,Manding-Vai,Manding-Mokole,NuclearMokole",FALSE,FALSE,,kko,knk,
KURDISHCENTRAL,KURDISH_CENTRAL,cent1972,Central Kurdish,ckb,Eurasia,36,44,Indo-European,IE.IRANIAN,"Indo-European,Indo-Iranian,Iranian,Western,Northwestern,Kurdish","Indo-European,Indo-Iranian,Iranian,WesternIranian,NorthwesternIranian,Kermanic,Kurdish",FALSE,FALSE,,,ckb,
KURDISHKURMANJI,KURDISH_KURMANJI,nort2641,Northern Kurdish,kmr,Eurasia,38,42,Indo-European,IE.IRANIAN,"Indo-European,Indo-Iranian,Iranian,Western,Northwestern,Kurdish","Indo-European,Indo-Iranian,Iranian,WesternIranian,NorthwesternIranian,Kermanic,Kurdish",FALSE,FALSE,,kji,kmr,
KURI,KURI,kuri1260,Nabi,nbn,Papunesia,-2.83,134,Austronesian,An.SOUTH_HALMAHERA-WEST_NEW_GUINEA,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,Unclassified_nbn","Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,GreaterSHWNG,Nabi-Irarutu",FALSE,FALSE,,,nbn,Julia Bischoffberger
KURILAINU,KURIL_AINU,ainu1240,Hokkaido Ainu,ain,Eurasia,50.73,156.31,Ainu,Ain.AINU,Languageisolate_ain,Ainu,FALSE,FALSE,,ain,ain,André Müller
KURONDI,KURONDI,tumt1243,Tumtum,tbr,Africa,10.42,30.75,Kadugli-Krongo,Kad.KADUGLI,"Nilo-Saharan,Satellite-Core,Core,Kadugli-Krongo","Kadugli-Krongo,Central-WesternKadugli-Krongo,Krongo-Tumtum",FALSE,FALSE,,,tbr,Viveka Velupillai
KUROSHIMAYAEYAMA,KUROSHIMA_YAEYAMA,yaey1239,Yaeyama,rys,Eurasia,24.24,124.01,Japonic,Jap.JAPANESE,"Japonic,Ryukyuan,Sakishima","Japonic,Ryukyuan,SouthernRyukyu,Macro-Yaeyama",FALSE,FALSE,,,rys,André Müller
KURRAMA,KURRAMA,kurr1243,Kurrama,vku,Australia,-22,117.75,Pama-Nyungan,Aus.PAMA-NYUNGAN,"Australian,Pama-Nyungan,South-West,CoastalNgayarda","Pama-Nyungan,South-WestPama-Nyungan,Pilbara,Ngayarda,CentralNgayarda,Yindjibarndi-Kurrama",FALSE,FALSE,,,vku,
KURUAYA,KURUAYA,kuru1309,Kuruáya,kyr,South America,-7,-55.57,Tupian,Tup.MUNDURUKU,"Tupian,Munduruk\'u","Tupian,Mundurukuic",FALSE,FALSE,,,kyr,Viveka Velupillai
KURUDU,KURUDU,kuru1305,Kurudu,kjr,Papunesia,-1.85,137,Austronesian,An.SOUTH_HALMAHERA-WEST_NEW_GUINEA,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,SouthHalmahera-WestNewGuinea,WestNewGuinea,CenderawasihBay,Yapen,East","Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,GreaterSHWNG,SouthHalmahera-WestNewGuinea,CenderawasihBay,Yapen,EasternYapen",FALSE,FALSE,,,kjr,André Müller
KURUKH,KURUKH,kuru1302,Kurukh,kru,Eurasia,22.83,85.5,Dravidian,Dra.NORTHERN_DRAVIDIAN,"Dravidian,Northern","Dravidian,NorthDravidian,Kurux-Malto,Kurux",FALSE,FALSE,,kur,kru,André Müller
KURUMBAALU,KURUMBA_ALU,aluk1238,Alu Kurumba,xua,Eurasia,11.37,77,Dravidian,Dra.SOUTHERN_DRAVIDIAN,"Dravidian,Southern,Tamil-Kannada,Tamil-Kodagu,Kodagu","Dravidian,SouthDravidian,SouthDravidianI,Tamil-Kannada,Badaga-Kannada,Kannadoid",FALSE,FALSE,,,xua,Agustina Carrizo
KURUXNEPALI,KURUX_NEPALI,nepa1253,Nepali Kurux,kxl,Eurasia,26.6,86,Dravidian,Dra.NORTHERN_DRAVIDIAN,"Dravidian,Northern","Dravidian,NorthDravidian,Kurux-Malto,Kurux",FALSE,FALSE,,,kxl,
KURURMI,KUR_URMI,even1259,Evenki,evn,Eurasia,48.5,134.14,Tungusic,Alt.TUNGUSIC,"Tungusic,Northern,Evenki","Tungusic,NorthernTungusic,NorthwesternTungusic",FALSE,FALSE,,eve,evn,Pamela Brown
KUSAGHE,KUSAGHE,kusa1251,Kusaghe-Njela,ksg,Papunesia,-8.08,157.42,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceanic,MesoMelanesian,NewIreland,SouthNewIreland-NorthwestSolomonic,NewGeorgia,West","Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceaniclinkage,MesoMelanesianlinkage,NewIreland-NorthwestSolomoniclinkage,StGeorgelinkage,NorthwestSolomonic,NewGeorgia,EastNewGeorgia",FALSE,FALSE,,,ksg,Søren Wichmann
KUSAIE,KUSAIE,kosr1238,Kosraean,kos,Papunesia,5.3,163,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Central-EasternOceanic,RemoteOceanic,Micronesian,MicronesianProper,Kusaiean","Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Micronesian,NuclearMicronesian",FALSE,FALSE,,kos,kos,Cecil H. Brown
KUSAL,KUSAL,kusa1250,Kusaal,kus,Africa,11.05,-0.19,Atlantic-Congo,NC.GUR,"Niger-Congo,Atlantic-Congo,Volta-Congo,North,Gur,Central,Northern,Oti-Volta,Western,Southeast","Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Gur,CentralGur,NorthernCentralGur,Bwamu-Oti-Volta,Oti-Volta,NuclearOti-Volta,Gurma-Yom-Oti-VoltaOccidental,Oti-VoltaOccidental,NuclearOti-VoltaOccidental,SoutheastWesternOti-Volta",FALSE,FALSE,,,kus,Viveka Velupillai
KUSU,KUSU,kusu1252,Kusu,ksv,Africa,-3.75,25,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Tetela(C.72)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,GreaterBangi-Ntomba,Kela-Ntomba,Tsingi-Tsingi,VieuxMongo,Nkutsuic,Tetelaic",FALSE,FALSE,,,ksv,Julia Bischoffberger
KUSUNDA,KUSUNDA,kusu1250,Kusunda,kgg,Eurasia,28,84.67,Kusunda,Kus.KUSUNDA,Languageisolate_kgg,Kusunda,FALSE,FALSE,,kus,kgg,Sebastian Sauppe
KUSUMATAPA,KUSU_MATAPA,kusu1252,Kusu,ksv,Africa,-3.75,25,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Tetela(C.72)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,GreaterBangi-Ntomba,Kela-Ntomba,Tsingi-Tsingi,VieuxMongo,Nkutsuic,Tetelaic",FALSE,FALSE,,,ksv,Ann-Katrin Wett
KUTCHIN,KUTCHIN,gwic1235,Gwich'in,gwi,North America,67,-146,Athabaskan-Eyak-Tlingit,NDe.ATHAPASKAN,"Eyak-Athabaskan,Athabaskan,NorthernAthabaskan","Athapaskan-Eyak-Tlingit,Athapaskan-Eyak,Athapaskan,NorthernAthapaskan",FALSE,FALSE,,kth,gwi,Oleg Belyaev
KUTEB,KUTEB,kute1248,Kutep,kub,Africa,7.17,10,Atlantic-Congo,NC.PLATOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Jukunoid,Yukuben-Kuteb","Atlantic-Congo,Volta-Congo,Benue-Congo,Jukunoid",FALSE,FALSE,,,kub,Viveka Velupillai
KUTENAI,KUTENAI,kute1249,Kutenai,kut,North America,49.5,-116,Kutenai,Ktn.KUTENAI,Languageisolate_kut,Kutenai,FALSE,FALSE,,kut,kut,Mark Donohue and Oleg Belyaev
KUTU,KUTU,kutu1263,Kutu,kdc,Africa,-7.25,38,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,G,Zigula-Zaramo(G.37)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,NortheastCoastalBantu,Ruvu,EastRuvu,CentralEastRuvu,Kutu-Zaramo",FALSE,FALSE,,,kdc,Ann-Katrin Wett
KUUKUYAU,KUUKU_YAU,kuuk1238,Kuuku-Ya'u,kuy,Australia,-12.58,143.08,Pama-Nyungan,Aus.PAMA-NYUNGAN,"Australian,Pama-Nyungan,Paman,NortheasternPama","Pama-Nyungan,Paman,CompromiseMiddlePama,NortheasternPama,Umpilaic",FALSE,FALSE,,kuu,kuy,
KUVI,KUVI,kuvi1243,Kuvi,kxv,Eurasia,18.75,82.67,Dravidian,Dra.SOUTH-CENTRAL_DRAVIDIAN,"Dravidian,South-Central,Gondi-Kui,Konda-Kui,Manda-Kui,Kui-Kuvi","Dravidian,SouthDravidian,SouthDravidianII,Konda-Kui,Manda-Kui,Kui-Kuvi",FALSE,FALSE,,kuv,kxv,Søren Wichmann
KUWAA,KUWAA,kuwa1247,Kuwaa,blh,Africa,7.5,-10,Atlantic-Congo,NC.KRU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Kru,Kuwaa","Atlantic-Congo,Volta-Congo,Kru",FALSE,FALSE,,,blh,Julia Bischoffberger
KUWAITIARABIC,KUWAITI_ARABIC,gulf1241,Gulf Arabic,afb,Eurasia,29.37,47.98,Afro-Asiatic,AA.SEMITIC,"Afro-Asiatic,Semitic,Central,South,Arabic","Afro-Asiatic,Semitic,WestSemitic,CentralSemitic,Arabian,Arabic,ArabianPeninsulaArabic",FALSE,FALSE,,arg,afb,André Müller
KUY,KUY,kuyy1240,Kuy,kdt,Eurasia,14.5,104,Austroasiatic,AuA.KATUIC,"Austro-Asiatic,Mon-Khmer,EasternMon-Khmer,Katuic,WestKatuic,Kuay-Nheu","Austroasiatic,Katuic,WestKatuic,Kuy-Souei",FALSE,FALSE,,,kdt,Søren Wichmann
KWAAMI,KWAAMI,kwaa1269,Kwaami,ksq,Africa,10.42,11,Afro-Asiatic,AA.WEST_CHADIC,"Afro-Asiatic,Chadic,West,A,A.2,Tangale,TangaleProper","Afro-Asiatic,Chadic,WestChadic,WestChadicA,WestChadicA.2-3,WestChadicA.2,Tangalic,NuclearTangalic,Tangale-Kwami-Kupto,Kwami-Kupto",FALSE,FALSE,,kwm,ksq,
KWADI,KWADI,kwad1244,Kwadi,kwz,Africa,-16.27,12.3,Khoe-Kwadi,KK.KHOE-KWADI,"Khoe-Kwadi,Kwadi",Khoe-Kwadi,TRUE,FALSE,1976,,kwz,Zarina Molochieva
KWADZA,KWADZA,kwad1248,Kw'adza,wka,Africa,-6.2,36.1,Afro-Asiatic,AA.SOUTHERN_CUSHITIC,"Afro-Asiatic,Cushitic,South","Afro-Asiatic,Cushitic,SouthCushitic,UnclassifiedSouthCushitic",TRUE,FALSE,1988,,wka,Søren Wichmann
KWAI,KWAI,gula1270,Gula'alaa,gmb,Papunesia,-9,161.5,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Central-EasternOceanic,SoutheastSolomonic,Malaita-SanCristobal,Malaita,Northern","Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,SoutheastSolomonic,Longgu-Malaita-Makira,Malaita-Makira,Malaita,Central-NorthernMalaita",FALSE,FALSE,,,gmb,Søren Wichmann
KWAIO,KWAIO,kwai1243,Kwaio,kwd,Papunesia,-8.95,161,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Central-EasternOceanic,SoutheastSolomonic,Malaita-SanCristobal,Malaita,Northern","Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,SoutheastSolomonic,Longgu-Malaita-Makira,Malaita-Makira,Malaita,Central-NorthernMalaita",FALSE,FALSE,,kwa,kwd,André Müller
KWAKWALA,KWAKWALA,kwak1269,Kwak'wala,kwk,North America,51,-127,Wakashan,Wak.NORTHERN_WAKASHAN,"Wakashan,NorthernWakashan,Kwakiutlan","Wakashan,NorthernWakashan,Kwakiutlan",FALSE,FALSE,,kwk,kwk,David Beck and Julia Bischoffberger and Søren Wichmann
KWALE,KWALE,uare1241,Uare,ksj,Papunesia,-9.67,147.67,Kwalean,Kwa.KWALEAN,"Trans-NewGuinea,SoutheastPapuan,Kwalean","Kwalean,Humene-Kwale",FALSE,FALSE,,,ksj,Søren Wichmann
KWAMERAISIAI,KWAMERA_ISIAI,kwam1252,Kwamera,tnk,Papunesia,-19.6,169.46,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Central-EasternOceanic,SouthVanuatu,Tanna","Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,SouthernMelanesian,SouthernVanuatu,Tanna,SouthernTanna",FALSE,FALSE,,kwr,tnk,André Müller
KWAMERAPORTRESOLUTION,KWAMERA_PORT_RESOLUTION,kwam1252,Kwamera,tnk,Papunesia,-19.52,169.5,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Central-EasternOceanic,SouthVanuatu,Tanna","Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,SouthernMelanesian,SouthernVanuatu,Tanna,SouthernTanna",FALSE,FALSE,,kwr,tnk,André Müller
KWAMERAYATUKWEY,KWAMERA_YATUKWEY,kwam1252,Kwamera,tnk,Papunesia,-19.55,169.47,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Central-EasternOceanic,SouthVanuatu,Tanna","Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,SouthernMelanesian,SouthernVanuatu,Tanna,SouthernTanna",FALSE,FALSE,,kwr,tnk,André Müller
KWANDI,KWANDI,luya1241,Luyi,lyn,Africa,-15.5,23.58,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,K,Luyana(K.31)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,GreaterLuyana,EasternGreaterLuyana",FALSE,FALSE,,,lyn,Ann-Katrin Wett
KWANGA,KWANGA,kwan1278,Kwanga,kwj,Papunesia,-4.33,143.25,Sepik,Sep.MIDDLE_SEPIK,"Sepik,Nukuma","Sepik,Nukuma,Kwanga-Mende",FALSE,FALSE,,,kwj,Julia Bischoffberger and Matthew S. Dryer
KWANGALI,KWANGALI,kwan1273,Kwangali,kwn,Africa,-18,19.5,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,K,Luyana(K.33)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Njila,SouthernNjila,Kunene,Kwangali-Diriku",FALSE,FALSE,,kwn,kwn,Zarina Molochieva
KWANGALI2,KWANGALI_2,kwan1273,Kwangali,kwn,Africa,-18,19.5,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,K,Luyana(K.33)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Njila,SouthernNjila,Kunene,Kwangali-Diriku",FALSE,FALSE,,kwn,kwn,Ann-Katrin Wett
KWANGA1,KWANGA_1,luya1241,Luyi,lyn,Africa,-15.5,23.58,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,K,Luyana(K.31)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,GreaterLuyana,EasternGreaterLuyana",FALSE,FALSE,,,lyn,Ann-Katrin Wett
KWANGA2,KWANGA_2,luya1241,Luyi,lyn,Africa,-15.5,23.58,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,K,Luyana(K.31)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,GreaterLuyana,EasternGreaterLuyana",FALSE,FALSE,,,lyn,Ann-Katrin Wett
KWANGA3,KWANGA_3,luya1241,Luyi,lyn,Africa,-15.5,23.58,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,K,Luyana(K.31)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,GreaterLuyana,EasternGreaterLuyana",FALSE,FALSE,,,lyn,Ann-Katrin Wett
KWANGA4,KWANGA_4,luya1241,Luyi,lyn,Africa,-15.5,23.58,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,K,Luyana(K.31)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,GreaterLuyana,EasternGreaterLuyana",FALSE,FALSE,,,lyn,Ann-Katrin Wett
KWANGE,KWANGE,zimb1251,Zimba,zmb,Africa,-4,26.67,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,D,Lega-Holoholo(D.26)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,Enya(D.10)",FALSE,FALSE,,,zmb,Ann-Katrin Wett
KWANKA,KWANKA,vagh1247,Vaghat-Ya-Bijim-Legeri,bij,Africa,9.3,9.43,Atlantic-Congo,NC.PLATOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Plateau,Western,Southwestern,A","Atlantic-Congo,Volta-Congo,Benue-Congo,Benue-CongoPlateau,Tarokoid,Kwanka-Sur",FALSE,FALSE,,,bij,Viveka Velupillai
KWANYAMA,KWANYAMA,kuan1247,Kuanyama,kua,Africa,-17,16.5,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,R,Wambo(R.21)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Njila,SouthernNjila,Kunene,Cimbebasia,Ndonga(R.20)",FALSE,FALSE,,,kua,André Müller
KWANYAMA2,KWANYAMA_2,kuan1247,Kuanyama,kua,Africa,-17,16.5,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,R,Wambo(R.21)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Njila,SouthernNjila,Kunene,Cimbebasia,Ndonga(R.20)",FALSE,FALSE,,,kua,Ann-Katrin Wett
