ID,taxon,glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,classification_wals,classification_ethnologue,classification_glottolog,recently_extinct,long_extinct,year_of_extinction,code_wals,code_iso,transcribers
SEPAINDONESIA,SEPA_INDONESIA,sepa1242,Sepa (Indonesia),spb,Papunesia,-3.33,129.17,Austronesian,An.CENTRAL_MALAYO-POLYNESIAN,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,CentralMaluku,East,Seram,Nunusaku,PiruBay,East","Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,CentralMalayo-Polynesian,CentralMaluku,EastCentralMaluku,Nunusaku,PiruBay,EastPiruBay,EasternLittoralPiruBay",FALSE,FALSE,,,spb,Ann-Katrin Wett
SEPAPAPUANEWGUINEA,SEPA_PAPUA_NEW_GUINEA,sepa1241,Sepa (Papua New Guinea),spe,Papunesia,-4.25,145,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceanic,NorthNewGuinea,Schouten,Kairiru-Manam,Manam","Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceaniclinkage,NorthNewGuinealinkage,Schoutenlinkage,Kairiru-Manam,Manamiclinkage,Bam-Manam,Manam-Sepa",FALSE,FALSE,,,spe,Ann-Katrin Wett
SEPECIDESROMANI,SEPECIDES_ROMANI,balk1252,Balkan Romani,rmn,Eurasia,38.25,27,Indo-European,IE.INDIC,"Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Romani,Balkan","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanCentralzone,Romani",FALSE,FALSE,,rav,rmn,Viveka Velupillai
SEPOE,SEPOE,toar1246,Toaripi,tqo,Papunesia,-8.33,146.25,Eleman,Ele.ELEMAN_PROPER,"Trans-NewGuinea,Eleman,NuclearEleman,Eastern","Eleman,EasternEleman",FALSE,FALSE,,toa,tqo,Ann-Katrin Wett
SERA,SERA,sera1260,Sera,sry,Papunesia,-2.92,142,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceanic,NorthNewGuinea,Schouten,Siau","Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceaniclinkage,NorthNewGuinealinkage,Schoutenlinkage,Siau,Sissano-Tumleo,Sera-Sissano",FALSE,FALSE,,,sry,Julia Bischoffberger
SERAIKI,SERAIKI,sera1259,Saraiki,skr,Eurasia,34,71.41,Indo-European,IE.INDIC,"Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Panjabi,WesternPanjabi","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthwesternzone,Sindhi-Lahnda,Lahnda,Siraikic",FALSE,FALSE,,,skr,André Müller
SERBOCROATIAN,SERBOCROATIAN,serb1264,Serbian Standard,srp,Eurasia,44,19,Indo-European,IE.SLAVIC,"Indo-European,Balto-Slavic,Slavic,South,Western","Indo-European,Balto-Slavic,Slavic,SouthSlavic,WesternSouthSlavic,Serbian-Croatian-Bosnian",FALSE,FALSE,,scr,srp,Cecil H. Brown
SERENA,SERENA,tena1240,Tena Lowland Quichua,quw,South America,-1.09,-77.93,Quechuan,Que.QUECHUAN,"Quechuan,PeripheralQuechua,Chinchay,NorthernChinchay","Quechuan,QuechuaII,QuechuaIIB,Colombia-EcuadorQuechuaIIB",FALSE,FALSE,,,quw,Ann-Katrin Wett and Arjan Mossel
SERERSINE,SERER_SINE,sere1260,Sereer,srr,Africa,14.2,-16.3,Atlantic-Congo,NC.NORTHERN_ATLANTIC,"Niger-Congo,Atlantic-Congo,Atlantic,Northern,Senegambian,Serer","Atlantic-Congo,North-CentralAtlantic,NorthAtlantic,Peul-Serer",FALSE,FALSE,,,srr,
SERI,SERI,seri1257,Seri,sei,North America,29,-112,Seri,Hok.SERI,Languageisolate_sei,Seri,FALSE,FALSE,,ser,sei,Cecil H. Brown
SERILI,SERILI,seri1255,Serili,sve,Papunesia,-8.17,129.9,Austronesian,An.CENTRAL_MALAYO-POLYNESIAN,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,Babar,South,Masela-SouthBabar","Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,CentralMalayo-Polynesian,Babar,SouthBabar,Masela-SouthBabar",FALSE,FALSE,,,sve,André Müller
SERRANO,SERRANO,serr1255,Serrano,ser,North America,33.95,-116.77,Uto-Aztecan,UA.TAKIC,"Uto-Aztecan,NorthernUto-Aztecan,Takic","Uto-Aztecan,NorthernUto-Aztecan,CalifornianUto-Aztecan,Serran",TRUE,FALSE,2007,srr,ser,Matthew S. Dryer
SERUA,SERUA,seru1245,Serua,srw,Papunesia,-3.25,129,Austronesian,An.CENTRAL_MALAYO-POLYNESIAN,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,Timor-Babar,SouthwestMaluku,Teun-Nila-Serua,Nila-Serua","Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,CentralMalayo-Polynesian,TimoricA,NorthernTimoricA,Teun-Nila-Serua,Nila-Serua",TRUE,FALSE,2013,,srw,André Müller
SERUILAUT,SERUI-LAUT,seru1244,Serui-Laut,seu,Papunesia,-1.9,136.23,Austronesian,An.SOUTH_HALMAHERA-WEST_NEW_GUINEA,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,SouthHalmahera-WestNewGuinea,WestNewGuinea,CenderawasihBay,Yapen,Central-Western","Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,GreaterSHWNG,SouthHalmahera-WestNewGuinea,CenderawasihBay,Yapen,Central-WesternYapen,CentralYapen,Serui-Busami",FALSE,FALSE,,,seu,
SESE,SESE,gumu1244,Northern Gumuz,guk,Africa,12.5,35.5,Gumuz,Gum.GUMUZ,"Nilo-Saharan,Satellite-Core,Core,Gumuzoid",Gumuz,FALSE,FALSE,,gmz,guk,André Müller
SETA,SETA,seta1245,Seta,stf,Papunesia,-3.42,141.75,Nuclear Torricelli,Tor.WEST_WAPEI,"Torricelli,WestWapei","Nuclear_Torricelli,WestWapei",FALSE,FALSE,,,stf,Julia Bischoffberger
SETI,SETI,seti1248,Seti,sbi,Papunesia,-3.42,141.83,Nuclear Torricelli,Tor.WEST_WAPEI,"Torricelli,WestWapei","Nuclear_Torricelli,WestWapei",FALSE,FALSE,,,sbi,Julia Bischoffberger
SETTLEDSWATGUJARI,SETTLED_SWAT_GUJARI,guja1253,Gujari,gju,Eurasia,34.83,72.37,Indo-European,IE.INDIC,"Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Rajasthani,Unclassified_gju","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanCentralzone,SubcontinentalCentralIndo-Aryan,Gujarati-Rajasthani,Rajasthani,Mewati-Gojri",FALSE,FALSE,,goj,gju,
SEWABAY,SEWA_BAY,sewa1251,Sewa Bay,sew,Papunesia,-10,150.92,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceanic,PapuanTip,Nuclear,NorthPapuanMainland-D'Entrecasteaux,Dobu-Duau","Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceaniclinkage,PapuanTiplinkage,NuclearPapuanTiplinkage,NorthPapuanMainland-D'Entrecasteauxlinkage,Dobu-Duaulinkage",FALSE,FALSE,,,sew,Sebastian Sauppe
SEYCHELLESCREOLE,SEYCHELLES_CREOLE,sese1246,Seselwa Creole French,crs,Africa,-4.75,55.5,Indo-European,Oth.CREOLES_AND_PIDGINS,"Creole,Frenchbased","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian,Oil,CentralOil,Macro-French,Isle-de-FranceCreole",FALSE,FALSE,,sey,crs,Viveka Velupillai
SEYCHELLESCREOLE2,SEYCHELLES_CREOLE_2,sese1246,Seselwa Creole French,crs,Africa,-4.75,55.5,Indo-European,Oth.CREOLES_AND_PIDGINS,"Creole,Frenchbased","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian,Oil,CentralOil,Macro-French,Isle-de-FranceCreole",FALSE,FALSE,,sey,crs,
SEZE,SEZE,seze1235,Seze,sze,Africa,9.58,34.67,Blue Nile Mao,AA.NORTH_OMOTIC,"Afro-Asiatic,Omotic,North,Mao,West","Blue_Nile_Mao,WestMao,Hozo-Seze",FALSE,FALSE,,,sze,Julia Bischoffberger
SHA,SHA,shaa1247,Sha,scw,Africa,9.23,8.78,Afro-Asiatic,AA.WEST_CHADIC,"Afro-Asiatic,Chadic,West,A,A.4,RonProper","Afro-Asiatic,Chadic,WestChadic,WestChadicA,WestChadicA.4,Ronic",FALSE,FALSE,,,scw,Julia Bischoffberger
SHABO,SHABO,shab1252,Shabo,sbf,Africa,7.58,35.42,Shabo,Sha.SHABO,Unclassified_sbf,Shabo,FALSE,FALSE,,shb,sbf,André Müller
SHAHMIRZADI,SHAHMIRZADI,shah1253,Shahmirzadi,srz,Eurasia,35.77,53.32,Indo-European,IE.IRANIAN,"Indo-European,Indo-Iranian,Iranian,Western,Northwestern,Caspian","Indo-European,Indo-Iranian,Iranian,WesternIranian,NorthwesternIranian,Caspian,Mazanderani-Shahmirzadi",FALSE,FALSE,,,srz,
SHAKARA,SHAKARA,ahwa1235,Ndunic,nfd,Africa,10.52,7.43,Atlantic-Congo,NC.PLATOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Plateau,Central,West-Central","Atlantic-Congo,Volta-Congo,Benue-Congo,Benue-CongoPlateau",FALSE,FALSE,,,nfd,Viveka Velupillai
SHALL,SHALL,shal1242,Shall-Zwall,sha,Africa,9.87,9.67,Atlantic-Congo,NC.PLATOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Plateau,Beromic","Atlantic-Congo,Volta-Congo,Benue-Congo,Benue-CongoPlateau,Beromic",FALSE,FALSE,,,sha,Viveka Velupillai
SHAMA,SHAMA,sham1278,Shama-Sambuga,sqa,Africa,10.45,6.25,Atlantic-Congo,NC.KAINJI,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Western,Kamuku","Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Shiroro-Kamuku,Kamuku-Hungwarya,Kamuku,Rogo-Sagamuk-Sama-Sambuga,Sagamuk-Sama-Sambuga",FALSE,FALSE,,,sqa,Viveka Velupillai
SHAMBALA,SHAMBALA,sham1280,Shambala,ksb,Africa,-4.75,39.17,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,G,Shambala(G.23)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,NortheastCoastalBantu,Ruvu,WestRuvu,Seuta,Bondei-Shambala",FALSE,FALSE,,shm,ksb,Zarina Molochieva
SHAN,SHAN,shan1277,Shan,shn,Eurasia,22,98,Tai-Kadai,TK.KAM-TAI,"Tai-Kadai,Kam-Tai,Tai,Southwestern","Tai-Kadai,Kam-Tai,Be-Tai,Daic,Central-SouthwesternTai,Wenma-SouthwesternTai,Sapa-SouthwesternTai,SouthwesternTai,SouthwesternTaiP,ShanTai,NorthernShan",FALSE,FALSE,,sha,shn,Søren Wichmann
SHANENAWA,SHANENAWA,yawa1260,Yawanawa,ywn,South America,-9,-71.75,Pano-Tacanan,Pan.PANOAN,"Panoan,Mainline,Tri-State","Pano-Tacanan,Panoan,MainlinePano,PanoNawa,HeadwatersPano,YaminawaComplex",FALSE,FALSE,,,ywn,Viveka Velupillai
SHANGA,SHANGA,shan1282,Shanga,sho,Africa,11.55,3.83,Mande,Man.EASTERN_MANDE,"Niger-Congo,Mande,Eastern,Eastern,Kyanga","Mande,EasternMande,Bisa-Busa,Samo-Busa,Busan,Kyenga-Shanga",FALSE,FALSE,,,sho,Viveka Velupillai
SHANGLINCENTRALHONGSHUIHEZHUANG,SHANGLIN_CENTRAL_HONGSHUIHE_ZHUANG,cent2009,Central Hongshuihe Zhuang,zch,Eurasia,22.44,108.2,Tai-Kadai,TK.KAM-TAI,"Tai-Kadai,Kam-Tai,Tai,Northern","Tai-Kadai,Kam-Tai,Be-Tai,Daic,NorthernDaic,NorthernTai",FALSE,FALSE,,,zch,Sebastian Sauppe
SHANGSIYONGNANZHUANG,SHANGSI_YONGNAN_ZHUANG,yong1275,Yongnan Zhuang,zyn,Eurasia,22.1,107.59,Tai-Kadai,TK.KAM-TAI,"Tai-Kadai,Kam-Tai,Tai,Central","Tai-Kadai,Kam-Tai,Be-Tai,Daic,NorthernDaic,Yongnan-Yongbei",FALSE,FALSE,,,zyn,Sebastian Sauppe
SHAN2,SHAN_2,shan1277,Shan,shn,Eurasia,22,98,Tai-Kadai,TK.KAM-TAI,"Tai-Kadai,Kam-Tai,Tai,Southwestern","Tai-Kadai,Kam-Tai,Be-Tai,Daic,Central-SouthwesternTai,Wenma-SouthwesternTai,Sapa-SouthwesternTai,SouthwesternTai,SouthwesternTaiP,ShanTai,NorthernShan",FALSE,FALSE,,sha,shn,Ann-Katrin Wett
SHAN3,SHAN_3,shan1277,Shan,shn,Eurasia,22,98,Tai-Kadai,TK.KAM-TAI,"Tai-Kadai,Kam-Tai,Tai,Southwestern","Tai-Kadai,Kam-Tai,Be-Tai,Daic,Central-SouthwesternTai,Wenma-SouthwesternTai,Sapa-SouthwesternTai,SouthwesternTai,SouthwesternTaiP,ShanTai,NorthernShan",FALSE,FALSE,,sha,shn,Sebastian Sauppe
SHAN4,SHAN_4,shan1277,Shan,shn,Eurasia,20.93,97.56,Tai-Kadai,TK.KAM-TAI,"Tai-Kadai,Kam-Tai,Tai,Southwestern","Tai-Kadai,Kam-Tai,Be-Tai,Daic,Central-SouthwesternTai,Wenma-SouthwesternTai,Sapa-SouthwesternTai,SouthwesternTai,SouthwesternTaiP,ShanTai,NorthernShan",FALSE,FALSE,,sha,shn,André Müller
SHARANAHUA,SHARANAHUA,shar1245,Sharanahua,mcd,South America,-11,-70,Pano-Tacanan,Pan.PANOAN,"Panoan,Mainline,Tri-State","Pano-Tacanan,Panoan,MainlinePano,PanoNawa,HeadwatersPano,YaminawaComplex",FALSE,FALSE,,shh,mcd,Cecil H. Brown
SHARKBAY1,SHARK_BAY_1,shar1244,Ngen,ssv,Papunesia,-15.28,167.19,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Central-EasternOceanic,RemoteOceanic,NorthandCentralVanuatu,EastSanto,South","Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,NorthandCentralVanuatu,NorthernVanuatu,EspirituSanto,EastSanto",FALSE,FALSE,,,ssv,
SHARKBAY2,SHARK_BAY_2,shar1244,Ngen,ssv,Papunesia,-15.3,167.22,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Central-EasternOceanic,RemoteOceanic,NorthandCentralVanuatu,EastSanto,South","Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,NorthandCentralVanuatu,NorthernVanuatu,EspirituSanto,EastSanto",FALSE,FALSE,,,ssv,
SHARWA,SHARWA,shar1249,Sharwa,swq,Africa,10.15,13.57,Afro-Asiatic,AA.BIU-MANDARA,"Afro-Asiatic,Chadic,Biu-Mandara,A,A.8","Afro-Asiatic,Chadic,Biu-Mandara,SouthBiu-Mandara,Bata-Sharwa,Sharwaic",FALSE,FALSE,,,swq,Sebastian Sauppe
SHASTA,SHASTA,shas1239,Shasta,sht,North America,41.83,-122.67,Shastan,Hok.SHASTA,Languageisolate_sht,Shastan,TRUE,FALSE,,shs,sht,Pamela Brown
SHATT,SHATT,shat1244,Shatt,shj,Africa,10.38,30,Dajuic,ESu.DAJU,"Nilo-Saharan,Satellite-Core,Core,EasternSudanic,Southern(nlanguages),Daju,EasternDaju","Dajuic,EasternDajuic",FALSE,FALSE,,sht,shj,Zarina Molochieva
SHAU,SHAU,shau1238,Shau,sqh,Africa,10.38,9.03,Atlantic-Congo,NC.KAINJI,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Eastern,NorthernJos,Jera","Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Basa-EasternKainji,EasternKainji,Jos,NorthernJos,Lameic",FALSE,FALSE,,,sqh,Julia Bischoffberger
SHAWNEE,SHAWNEE,shaw1249,Shawnee,sjw,North America,35.35,-96.76,Algic,Alg.ALGONQUIAN,"Algic,Algonquian","Algic,Algonquian,EasternGreatLakesAlgonquian",FALSE,FALSE,,shw,sjw,Julia Bischoffberger
SHE,SHE,benc1235,Bench,bcq,Africa,7.07,35.8,Ta-Ne-Omotic,AA.NORTH_OMOTIC,"Afro-Asiatic,Omotic,North,Gonga-Gimojan,Gimojan,Ometo-Gimira,Gimira",Ta-Ne-Omotic,FALSE,FALSE,,gim,bcq,André Müller
SHEHRI,SHEHRI,sheh1240,Jibbali,shv,Eurasia,17.5,55,Afro-Asiatic,AA.SEMITIC,"Afro-Asiatic,Semitic,South,SouthArabian","Afro-Asiatic,Semitic,WestSemitic,ModernSouthArabian,EasternMSA",FALSE,FALSE,,jib,shv,Julia Bischoffberger
SHEKHANI,SHEKHANI,kamv1242,Kamviri,xvi,Eurasia,35.33,71.6,Indo-European,IE.NURISTANI,"Indo-European,Indo-Iranian,Nuristani","Indo-European,Indo-Iranian,Nuristani,Kati-Kamviri",FALSE,FALSE,,,xvi,André Müller
SHEKO,SHEKO,shek1245,Sheko,she,Africa,7,35.25,Dizoid,AA.DIZOID,"Afro-Asiatic,Omotic,North,Dizoid",Dizoid,FALSE,FALSE,,,she,André Müller
SHENI,SHENI,shen1250,Sheni,scv,Africa,10.52,8.58,Atlantic-Congo,NC.KAINJI,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Eastern,NorthernJos,Jera","Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Basa-EasternKainji,EasternKainji,Jos,NorthernJos,Shenic",FALSE,FALSE,,,scv,Julia Bischoffberger
SHERBRO,SHERBRO,sher1258,Sherbro,bun,Africa,7.5,-12.5,Atlantic-Congo,NC.SOUTHERN_ATLANTIC,"Niger-Congo,Atlantic-Congo,Atlantic,Southern,Mel,Bullom-Kissi,Bullom,Southern","Atlantic-Congo,Mel,Bullom-Kissi,Bullom",FALSE,FALSE,,,bun,Viveka Velupillai
SHERDUKPEN,SHERDUKPEN,sher1257,Sherdukpen,sdp,Eurasia,27,92.5,Sino-Tibetan,ST.WESTERN_ARUNACHAL,"Sino-Tibetan,Tibeto-Burman,CentralTibeto-Burman,Kho-Bwa","Sino-Tibetan,Kho-Bwa,Kamengic,Meyic,Sherdukpen-Sartang",FALSE,FALSE,,shd,sdp,Ann-Katrin Wett
SHERPA,SHERPA,sher1255,Solu-Khumbu Sherpa,xsr,Eurasia,27.75,86.83,Sino-Tibetan,ST.BODIC,"Sino-Tibetan,Tibeto-Burman,WesternTibeto-Burman,Bodish,CentralBodish,Central,gTsang","Sino-Tibetan,Bodic,Bodish,Old-ModernTibetan,Tibetic,South-WesternTibetic,Sherpa-Jirel,Sherpaic",FALSE,FALSE,,she,xsr,
SHERPURHINDKO,SHERPUR_HINDKO,nort2662,Northern Hindko,hno,Eurasia,34.41,73.15,Indo-European,IE.INDIC,"Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Panjabi,WesternPanjabi","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthwesternzone,Sindhi-Lahnda,Lahnda,Hindko",FALSE,FALSE,,,hno,André Müller
SHEYHTEYMURKHORASANI,SHEYH_TEYMUR_KHORASANI,khor1269,Khorasan Turkic,kmz,Eurasia,37.65,57.18,Turkic,Alt.TURKIC,"Turkic,Southern,Turkish","Turkic,CommonTurkic,Oghuz-Kipchak-Uyghur,Oghuz,EastOghuz",FALSE,FALSE,,tex,kmz,André Müller
SHECHINA,SHE_CHINA,shee1238,She,shx,Eurasia,23,114.5,Hmong-Mien,HM.HMONG-MIEN,"Hmong-Mien,HoNte","Hmong-Mien,Hmongic,NuclearHmongic-HoNe,Jiongnai-HoNe,HoNeic",FALSE,FALSE,,,shx,Cecil H. Brown
SHI,SHI,shii1238,Shi,shr,Africa,-2.5,28.5,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,J,Shi-Hunde(D.53)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,GreatLakesBantu,WesternLakesBantu,Kivu,ForestKivu",FALSE,FALSE,,,shr,Ann-Katrin Wett
SHIDONGBIAO,SHIDONG_BIAO,biao1253,Shidong Biao,byk,Eurasia,23.54,112.11,Tai-Kadai,TK.KAM-TAI,"Tai-Kadai,Kam-Tai,Kam-Sui","Tai-Kadai,Kam-Tai,Lakkia-Biao,Biaoic",FALSE,FALSE,,,byk,Sebastian Sauppe
SHIGARBALTI,SHIGAR_BALTI,balt1258,Balti,bft,Eurasia,35,76,Sino-Tibetan,ST.BODIC,"Sino-Tibetan,Tibeto-Burman,WesternTibeto-Burman,Bodish,CentralBodish,Western","Sino-Tibetan,Bodic,Bodish,Old-ModernTibetan,Tibetic,North-WesternTibetic",FALSE,FALSE,,blt,bft,Sebastian Sauppe
SHILLUK,SHILLUK,shil1265,Shilluk,shk,Africa,9.67,31.75,Nilotic,ESu.NILOTIC,"Nilo-Saharan,Satellite-Core,Core,EasternSudanic,Southern(nlanguages),Nilotic,Western,Luo,Northern,Shilluk","Nilotic,WesternNilotic,Luo-Burun,NorthernLwoo",FALSE,FALSE,,shl,shk,Viveka Velupillai
SHILLUK2,SHILLUK_2,shil1265,Shilluk,shk,Africa,9.67,31.75,Nilotic,ESu.NILOTIC,"Nilo-Saharan,Satellite-Core,Core,EasternSudanic,Southern(nlanguages),Nilotic,Western,Luo,Northern,Shilluk","Nilotic,WesternNilotic,Luo-Burun,NorthernLwoo",FALSE,FALSE,,shl,shk,André Müller
SHIMAORE,SHIMAORE,maor1244,Maore Comorian,swb,Africa,-12,44,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,G,Swahili(G.44)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,NortheastCoastalBantu,CoastalNECBantu,Mijikenda-Pokomo-Comorian,ComorianBantu,Shindzwani-Shimaore",FALSE,FALSE,,com,swb,André Müller
SHIMENKANHMONG,SHIMENKAN_HMONG,chua1256,Chuanqiandian Cluster Miao,cqd,Eurasia,23.37,104.25,Bookkeeping,HM.HMONG-MIEN,"Hmong-Mien,Hmongic,Chuanqiandian",,FALSE,FALSE,,hmo,cqd,André Müller
SHIMSALWAKHI,SHIMSAL_WAKHI,wakh1245,Wakhi,wbl,Eurasia,36.5,72,Indo-European,IE.IRANIAN,"Indo-European,Indo-Iranian,Iranian,Eastern,Southeastern,Pamir","Indo-European,Indo-Iranian,Iranian,EasternIranian,SoutheasternIranian",FALSE,FALSE,,wak,wbl,Sebastian Sauppe
SHINASSHA,SHINASSHA,boro1277,Boro (Ethiopia),bwo,Africa,10.42,36.17,Ta-Ne-Omotic,AA.NORTH_OMOTIC,"Afro-Asiatic,Omotic,North,Gonga-Gimojan,Gonga,North","Ta-Ne-Omotic,Kefoid",FALSE,FALSE,,ssh,bwo,Søren Wichmann
SHINASSHA2,SHINASSHA_2,boro1277,Boro (Ethiopia),bwo,Africa,10.42,36.17,Ta-Ne-Omotic,AA.NORTH_OMOTIC,"Afro-Asiatic,Omotic,North,Gonga-Gimojan,Gonga,North","Ta-Ne-Omotic,Kefoid",FALSE,FALSE,,ssh,bwo,André Müller
SHINA2,SHINA_2,shin1264,Shina,scl,Eurasia,36,74,Indo-European,IE.INDIC,"Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Northwestern,Dardic,Shina","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthwesternzone,Shinaic",FALSE,FALSE,,sna,scl,Ann-Katrin Wett
SHINAGURESI,SHINA_GURESI,shin1264,Shina,scl,Eurasia,36,74,Indo-European,IE.INDIC,"Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Northwestern,Dardic,Shina","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthwesternzone,Shinaic",FALSE,FALSE,,sna,scl,Ann-Katrin Wett
SHINAKOHISTANI,SHINA_KOHISTANI,shin1264,Shina,scl,Eurasia,36,74,Indo-European,IE.INDIC,"Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Northwestern,Dardic,Shina","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthwesternzone,Shinaic",FALSE,FALSE,,sna,scl,Ann-Katrin Wett
SHINWARIPASHTO,SHINWARI_PASHTO,nort2646,Northern Pashto,pbu,Eurasia,34.56,69.5,Indo-European,IE.IRANIAN,"Indo-European,Indo-Iranian,Iranian,Eastern,Southeastern,Pashto","Indo-European,Indo-Iranian,Iranian,EasternIranian,SoutheasternIranian,Pashto,NuclearPashto",FALSE,FALSE,,,pbu,André Müller
SHIPIBO,SHIPIBO,ship1254,Shipibo-Conibo,shp,South America,-7.5,-75,Pano-Tacanan,Pan.PANOAN,"Panoan,Mainline,Shipibo","Pano-Tacanan,Panoan,MainlinePano,PanoNawa,Chamasubgroup,Shipibo-Konibo-Kapanawa",FALSE,FALSE,,shk,shp,Cecil H. Brown
SHIRABWALI,SHIRA_BWALI,sira1266,Sira,swj,Africa,-1.75,10.5,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,B,Shira-Punu(B.41)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Sira(B.40),Sangu-Sira-Punu,Sira-Punu,Sira-Barama",FALSE,FALSE,,,swj,Ann-Katrin Wett
SHIRAYUGUR,SHIRA_YUGUR,east2337,East Yugur,yuy,Eurasia,38,99,Mongolic-Khitan,Alt.MONGOLIC,"Mongolic,Eastern,Mongour","Mongolic,SouthernPeripheryMongolic",FALSE,FALSE,,shy,yuy,
SHIRISHANA,SHIRISHANA,nina1238,Ninam,shb,South America,3.5,-62.83,Yanomamic,Yan.YANOMAM,Yanomaman,"Yanomamic,Ninam-Yanomam-Yaroame",FALSE,FALSE,,shi,shb,Viveka Velupillai
